model_name,threshold,single_evaluation_metric,train_distribution,test_distribution,train_win_rate,test_win_rate
V25,"[0, 0.7, 0.85, 1]",4.564433948278795,"[39.69562460367787, 56.37285986049461, 3.9315155358275207]","[34.177215189873415, 62.53164556962025, 3.2911392405063293]","[65.97444089456869, 72.32845894263217, 77.41935483870968]","[61.48148148148148, 75.7085020242915, 84.61538461538461]"
V25,"[0, 0.85, 1.0, 1]",1.5757400570898243,"[96.06848446417247, 3.9315155358275207, 0]","[96.70886075949367, 3.2911392405063293, 0]","[69.7029702970297, 77.41935483870968, 0]","[70.68062827225131, 84.61538461538461, 0]"
V25,"[0, 0.45, 0.6, 1]",1.5976397631149069,"[8.116677235256816, 15.282181357006975, 76.60114140773621]","[6.329113924050633, 13.924050632911392, 79.74683544303798]","[60.15625, 64.73029045643153, 72.10264900662253]","[60.0, 67.27272727272727, 72.6984126984127]"
V25,"[0, 0.6, 0.75, 1]",2.7577294488724986,"[23.398858592263792, 27.964489537095748, 48.636651870640456]","[20.253164556962027, 28.607594936708864, 51.13924050632911]","[63.143631436314365, 70.29478458049887, 73.14211212516297]","[65.0, 65.48672566371681, 76.73267326732673]"
V25,"[0, 0.75, 0.9, 1]",6.604331506336608,"[51.363348129359544, 46.22701331642359, 2.4096385542168677]","[48.860759493670884, 49.36708860759494, 1.7721518987341773]","[67.03703703703704, 73.25102880658436, 71.05263157894737]","[65.28497409326425, 75.8974358974359, 100.0]"
V25,"[0, 0.4, 0.6, 1]",2.200278429485418,"[6.658211794546608, 16.740646797717183, 76.60114140773621]","[3.79746835443038, 16.455696202531644, 79.74683544303798]","[60.952380952380956, 64.01515151515152, 72.10264900662253]","[66.66666666666666, 64.61538461538461, 72.6984126984127]"
V25,"[0, 0.6, 0.8, 1]",3.7541835062185482,"[23.398858592263792, 46.036778693722255, 30.56436271401395]","[20.253164556962027, 50.37974683544304, 29.367088607594937]","[63.143631436314365, 71.07438016528926, 73.65145228215768]","[65.0, 67.33668341708542, 81.89655172413794]"
V25,"[0, 0.8, 1.0, 1]",2.062467912028317,"[69.43563728598605, 30.56436271401395, 0]","[70.63291139240506, 29.367088607594937, 0]","[68.40182648401827, 73.65145228215768, 0]","[66.66666666666666, 81.89655172413794, 0]"
V25,"[0, 0.45, 0.65, 1]",1.9279016119531578,"[8.116677235256816, 22.38427393785669, 69.4990488268865]","[6.329113924050633, 20.253164556962027, 73.41772151898735]","[60.15625, 65.72237960339945, 72.53649635036497]","[60.0, 63.74999999999999, 74.13793103448276]"
V25,"[0, 0.65, 0.85, 1]",3.1834407981244257,"[30.500951173113506, 65.56753329105898, 3.9315155358275207]","[26.582278481012654, 70.12658227848101, 3.2911392405063293]","[64.24116424116424, 72.24371373307544, 77.41935483870968]","[62.857142857142854, 73.6462093862816, 84.61538461538461]"
V25,"[0, 0.85, 1, 1]",1.5757400570898243,"[96.06848446417247, 3.9315155358275207, 0]","[96.70886075949367, 3.2911392405063293, 0]","[69.7029702970297, 77.41935483870968, 0]","[70.68062827225131, 84.61538461538461, 0]"
V25,"[0, 0.4, 0.65, 1]",3.0150696714113456,"[6.658211794546608, 23.8427393785669, 69.4990488268865]","[3.79746835443038, 22.78481012658228, 73.41772151898735]","[60.952380952380956, 65.1595744680851, 72.53649635036497]","[66.66666666666666, 62.22222222222222, 74.13793103448276]"
V25,"[0, 0.65, 0.9, 1]",6.725358275882884,"[30.500951173113506, 67.08941027266962, 2.4096385542168677]","[26.582278481012654, 71.64556962025317, 1.7721518987341773]","[64.24116424116424, 72.5897920604915, 71.05263157894737]","[62.857142857142854, 73.4982332155477, 100.0]"
V25,"[0, 0.45, 0.7, 1]",3.3897091938239736,"[8.116677235256816, 31.57894736842105, 60.30437539632213]","[6.329113924050633, 27.848101265822784, 65.82278481012658]","[60.15625, 67.46987951807229, 72.66035751840168]","[60.0, 61.81818181818181, 76.15384615384615]"
V25,"[0, 0.7, 0.95, 1]",7.81371527344899,"[39.69562460367787, 58.211794546607486, 2.092580849714648]","[34.177215189873415, 64.30379746835443, 1.5189873417721518]","[65.97444089456869, 72.65795206971679, 72.72727272727273]","[61.48148148148148, 75.59055118110236, 100.0]"
V26,"[0, 0.4, 0.45, 1]",2.494972852926209,"[30.56436271401395, 2.28281547241598, 67.15282181357007]","[24.556962025316455, 4.556962025316456, 70.88607594936708]","[64.10788381742739, 66.66666666666666, 72.80453257790369]","[67.0103092783505, 66.66666666666666, 72.85714285714285]"
